MSZoning,GrLivArea,Utilities,OverallQual,YearBuilt,TotalBsmtSF,Heating,HeatingQC,CentralAir,FullBath,BedroomAbvGr,KitchenAbvGr,GarageCars,PoolArea,SalePrice
RL,2448,AllPub,8,1994,1629,GasA,Ex,Y,2,4,1,3,0,402000
RL,1392,AllPub,6,1968,1392,GasA,Gd,Y,1,2,1,2,0,110000
RL,1181,AllPub,4,1972,1138,GasA,TA,Y,2,3,1,2,0,137500
RL,2097,AllPub,8,2005,2077,GasA,Ex,Y,1,1,1,3,0,423000
RL,1936,AllPub,8,2000,1406,GasA,Ex,Y,2,3,1,2,0,230500
RL,2380,AllPub,6,1965,1021,GasA,TA,Y,2,3,1,2,0,129000
RL,1679,AllPub,6,1994,1408,GasA,Ex,Y,2,3,1,2,0,193500
RL,1437,AllPub,5,1956,1188,GasA,Gd,Y,1,3,1,2,0,168000
RL,1180,AllPub,4,1922,700,GasA,Ex,Y,1,2,1,1,0,137500
RL,1476,AllPub,6,2005,738,GasA,Ex,Y,2,3,1,2,0,173500
RH,1369,AllPub,6,1925,672,GasA,TA,N,2,3,1,1,0,103600
RL,1208,AllPub,6,1977,1208,GasA,TA,Y,1,3,1,2,0,165000
RL,1839,AllPub,6,1957,1477,GasA,Ex,Y,2,3,1,2,0,257500
RL,1136,AllPub,6,1965,1136,GasA,TA,Y,1,3,1,1,0,140000
RL,1441,AllPub,6,1978,855,GasA,TA,Y,2,3,1,2,0,148500
RM,1774,AllPub,4,1900,1095,GasW,,N,2,4,2,3,0,87000
RL,792,AllPub,5,1924,768,GasA,Ex,Y,1,2,1,1,0,109500
RL,2046,AllPub,8,2008,2046,GasA,Ex,Y,2,3,1,3,0,372500
RL,988,AllPub,5,1961,988,GasA,TA,Y,1,3,1,2,0,128500
RL,923,AllPub,6,1980,923,GasA,TA,Y,2,2,1,1,0,143000
RH,1520,AllPub,5,1932,793,GasA,,Y,1,3,1,1,0,159434
RL,1291,AllPub,6,1996,1291,GasA,Ex,Y,1,2,1,2,0,173000
RL,1668,AllPub,9,2002,1626,GasA,,Y,2,3,1,3,0,285000
RL,1839,AllPub,7,1998, ,GasA,Gd,Y,2,4,1,2,0,221000
RL,2090,AllPub,7,1984,1190,GasA,Gd,Y,2,3,1,2,0,207500
FV,1761,AllPub,7,2007,874,GasA,,Y,3,3,1,2,0,227875
FV,1102,AllPub,7,2004,551,GasA,Ex,Y,2,2,1,2,0,148800
RL,1419,AllPub,8,2007,1419,GasA,Ex,Y,2,2,1,2,0,392000
RL,1362,AllPub,6,2005,1362,GasA,Ex,Y,2,2,1,2,0,194700
RM,848,AllPub,6,2004,848,GasA,Ex,Y,1,1,1,2,0,141000
RL,4316,AllPub,10,1994,2444,GasA,Ex,Y,3,4,1,3,0,755000
RL,2519,AllPub,7,1989,1210,GasA,Ex,Y,2,4,1,2,0,335000
RL,1073,AllPub,5,1921,1073,GasA,,Y,1,2,1,1,0,108480
RM,1539,AllPub,5,1936,927,GasA,TA,Y,1,3,1,2,0,141500
RL,1137,AllPub,6,1987,1112,GasA,Gd,Y,2,2,1,2,0,176000
RM,616,AllPub,5,1921,616,GasA,Gd,Y,1,2,1,1,0,89000
RL,1148,AllPub,5,1952,980,GasA,Fa,Y,1,2,1,1,0,123500
RL,894,AllPub,5,1965,894,GasA,Ex,Y,1,3,1,1,0,138500
FV,1391,AllPub,7,2004,1391,GasA,,Y,2,2,1,2,0,196000
RL,1800,AllPub,8,2002,1800,GasA,Ex,Y,2,3,1,3,0,312500
RL,1164,AllPub,7,1969,1164,GasA,TA,Y,1,3,1,2,0,140000
RL,2576,AllPub,8,2006,1234,GasA,Ex,Y,2,4,1,3,0,361919
RM,1812,AllPub,5,1900,360,GasA,Gd,Y,2,4,2,2,0,140000
RL,1484,AllPub,7,2004,1473,GasA,Ex,Y,2,3,1,2,0,213000
RM,1092,AllPub,4,1930,0,GasA,Fa,N,2,3,2,0,0,55000
RL,1824,AllPub,7,1971,1643,GasA,TA,Y,2,2,1,2,0,302000
RL,1324,AllPub,8,2006,1324,GasA,Ex,Y,2,2,1,2,0,254000
RL,1456,AllPub,7,2007,728,GasA,Ex,Y,2,3,1,2,0,179540
RL,904,AllPub,5,1966,876,GasA,TA,Y,1,3,1,1,0,109900
RL,729,AllPub,3,1935, ,GasA,Gd,Y,1,2,1,0,0,52000
C (all),1178,AllPub,4,1900,859,GasA,Gd,Y,1,2,1,1,0,102776
RL,1228,AllPub,8,1988,1228,GasA,Gd,Y,2,2,1,2,0,189000
RL,960,AllPub,4,1970,960,GasW,TA,N,1,3,1,2,0,129000
RL,1479,AllPub,6,1976,725,GasA,Ex,Y,2,3,1,2,0,130500
RL,1350,AllPub,6,1974,1064,GasA,TA,Y,2,3,1,2,0,165000
RM,2554,AllPub,7,1890,718,GasA,Ex,Y,1,3,1,2,0,159500
RL,1178,AllPub,5,1973,1176,GasA,Gd,Y,1,3,1,2,0,157000
RL,2418,AllPub,7,1993,1311,GasA,Ex,Y,2,3,1,3,0,341000
RL,971,AllPub,5,1969, ,GasA,,Y,1,3,1,1,0,128500
RL,1742,AllPub,8,1985,1742,GasA,TA,Y,2,2,1,2,0,275000
RM,848,AllPub,6,2004, ,GasA,Ex,Y,1,1,1,2,0,143000
RL,864,AllPub,4,1970,864,GasA,Ex,Y,1,3,1,2,0,124500
RL,1470,AllPub,4,1954,941,GasA,Ex,Y,2,4,1,1,0,135000
RL,1698,AllPub,9,2007,1698,GasA,Ex,Y,2,3,1,3,0,320000
RL,864,AllPub,4,1970,864,GasA,TA,Y,1,3,1,2,0,120500
RL,1680,AllPub,6,1988,880,GasA,Ex,Y,2,3,1,2,0,222000
RL,1232,AllPub,7,2007, ,GasA,Ex,Y,2,2,1,2,0,194500
RL,1776,AllPub,5,1958,1584,GasA,TA,Y,2,4,2,3,0,110000
RM,1208,AllPub,4,1925,780,GasA,TA,Y,1,2,1,2,0,103000
RL,1616,AllPub,8,1995,1595,GasA,Ex,Y,2,2,1,2,0,236500
RL,1146,AllPub,7,2003,868,GasA,Ex,Y,2,3,1,2,0,187500
RL,2031,AllPub,7,1998,1153,GasA,Ex,Y,2,3,1,2,0,222500
RL,1144,AllPub,5,1961,864,GasA,Ex,Y,1,3,1,1,0,131400
RL,948,AllPub,5,1968,948,GasA,TA,Y,1,3,1,1,0,108000
RM,1768,AllPub,7,1914,880,GasW,Fa,N,1,2,1,2,0,163000
RL,1040,AllPub,3,1950,0,GasA,Gd,N,2,2,2,2,0,93500
RL,1801,AllPub,8,2005,893,GasA,Ex,Y,2,3,1,3,0,239900
RL,1200,AllPub,5,1987,1200,GasA,TA,Y,3,3,1,0,0,179000
RL,1728,AllPub,7,2004,864,GasA,Ex,Y,2,3,1,2,0,190000
RM,1432,AllPub,5,1910,264,GasA,Ex,Y,2,2,1,2,0,132000
RL,912,AllPub,6,1961,912,GasA,Gd,Y,1,3,1,1,0,142000
RL,1349,AllPub,7,2000,1349,GasA,Ex,Y,2,3,1,2,0,179000
RL,1464,AllPub,5,1963, ,GasA,Ex,Y,2,3,1,2,0,175000
RL,1337,AllPub,8,1993,1337,GasA,Gd,Y,2,2,1,2,0,180000
RL,2715,AllPub,8,1976,1142,GasA,Ex,Y,3,4,1,2,0,299800
RL,2256,AllPub,7,2000,952,GasA,Ex,Y,2,4,1,2,0,236000
RM,2640,AllPub,7,1880,1240,GasW,TA,N,1,4,1,4,0,265979
RL,1720,AllPub,7,1996,1720,GasA,Ex,Y,2,3,1,2,0,260400
RL,1529,AllPub,4,1945,0,Wall,,N,2,4,1,1,0,98000
RM,1140,AllPub,4,1910,576,GasA,Gd,Y,1,3,1,0,0,96500
RL,1320,AllPub,7,2003,660,GasA,Ex,Y,2,3,1,2,0,162000
RL,1494,AllPub,6,1997,1479,GasA,Ex,Y,2,3,1,2,0,217000
RL,2098,AllPub,8,2005,1030,GasA,Gd,Y,2,3,1,3,0,275500
RL,1026,AllPub,6,1969,1026,GasA,Gd,Y,1,3,1,2,0,156000
FV,1471,AllPub,6,1999,729,GasA,Gd,Y,2,3,1,2,0,172500
RL,1768,AllPub,8,2007,866,GasA,Ex,Y,2,3,1,2,0,212000
RL,1386,AllPub,6,1978,672,GasA,TA,Y,2,3,1,2,0,158900
FV,1501,AllPub,7,1999,744,GasA,Gd,Y,2,3,1,2,0,179400
RL,2531,AllPub,8,1995,1318,GasA,Ex,Y,2,4,1,3,0,290000
RL,864,AllPub,6,1959,864,GasA,Ex,Y,1,2,1,1,0,127500
RM,1301,AllPub,5,1924,1145,GasA,TA,Y,1,2,1,2,0,100000
FV,1547,AllPub,7,2009,756,GasA,Ex,Y,2,3,1,2,0,215200
RL,2365,AllPub,8,1999,1252,GasA,Ex,Y,2,3,1,3,0,337000
RL,1494,AllPub,8,1995,1494,GasA,Ex,Y,1,2,1,2,0,270000
RL,1506,AllPub,9,2008,1498,GasA,Ex,Y,2,2,1,2,0,264132
RL,1714,AllPub,7,1988,980,GasA,TA,Y,2,3,1,2,0,196500
RL,1750,AllPub,6,1940,983,GasA,Ex,Y,2,4,1,1,0,160000
RL,1836,AllPub,7,2004,1860,GasA,Ex,Y,2,3,1,2,0,216837
RL,3279,AllPub,8,2003,1650,GasA,Ex,Y,3,4,1,3,0,538000
RL,858,AllPub,5,1982,858,GasA,TA,Y,1,2,1,2,0,134900
RL,1220,AllPub,4,1951,836,GasA,TA,Y,1,2,1,2,0,102000
RL,1117,AllPub,6,1976,1029,GasA,TA,Y,1,3,1,2,0,107000
RL,912,AllPub,5,1958,912,GasA,Ex,Y,1,2,1,1,0,114500
RL,1973,AllPub,8,2006,1935,GasA,Gd,Y,2,3,1,3,0,395000
RM,1204,AllPub,6,1998,1204,GasA,Ex,Y,2,2,1,2,0,162000
RL,1614,AllPub,7,2005,1614,GasA,Ex,Y,2,3,1,3,0,221500
RL,894,AllPub,5,1974,864,GasA,TA,Y,1,3,1,2,0,142500
RH,2020,AllPub,5,1977,0,GasA,TA,Y,2,4,2,2,0,144000
RL,1004,AllPub,6,1977,975,GasA,TA,Y,1,2,1,2,0,135000
RL,1253,AllPub,7,1995,1237,GasA,Gd,Y,2,3,1,2,0,176000
RL,1603,AllPub,6,1992, ,GasA,Ex,Y,2,3,1,2,0,175900
RL,1430,AllPub,7,2001,1413,GasA,Ex,Y,2,3,1,2,0,187100
RL,1110,AllPub,5,1978,1097,GasA,Ex,Y,1,1,1,2,0,165500
RM,1484,AllPub,6,1914,742,GasA,Ex,Y,2,3,1,0,0,128000
RL,1342,AllPub,6,1967,1372,GasA,TA,Y,2,3,1,2,0,161500
RM,1652,AllPub,5,1915,686,GasA,TA,Y,2,4,1,1,0,139000
RL,2084,AllPub,7,2004,956,GasA,Ex,Y,2,4,1,2,0,233000
RM,901,AllPub,4,1954,901,GasA,,Y,1,2,1,1,0,107900
RL,2087,AllPub,6,1966,832,GasA,,Y,2,5,1,2,0,187500
RL,1145,AllPub,7,2005,1145,GasA,Ex,Y,2,2,1,2,0,160200
RL,1062,AllPub,6,1976,1029,GasA,TA,Y,1,3,1,2,0,146800
RL,2013,AllPub,7,1996,1117,GasA,Ex,Y,2,3,1,2,0,269790
RL,1496,AllPub,8,2007,1496,GasA,Ex,Y,2,3,1,2,0,225000
RL,1895,AllPub,7,1994,712,GasA,Ex,Y,2,3,1,2,0,194500
RL,1564,AllPub,6,1980,650,GasA,TA,Y,2,3,1,2,0,171000
RL,1285,AllPub,6,1977, ,GasA,Ex,Y,1,3,1,2,0,143500
RL,773,AllPub,5,1953,773,GasA,Gd,Y,1,2,1,1,0,110000
RL,3140,AllPub,9,2008,1926,GasA,Ex,Y,3,4,1,3,0,485000
RL,1768,AllPub,5,1937,731,GasA,Ex,Y,1,3,1,1,0,175000
RL,1688,AllPub,6,1997, ,GasA,Gd,Y,2,4,1,2,0,200000
RM,1196,AllPub,4,1916,1196,GasA,Ex,Y,1,2,1,2,0,109900
RL,1456,AllPub,7,2005,728,GasA,Ex,Y,2,3,1,2,0,189000
RL,2822,AllPub,9,2008,1734,GasA,Ex,Y,3,4,1,3,0,582933
RL,1128,AllPub,5,1954,936,GasA,TA,Y,1,2,1,1,0,118000
RL,1428,AllPub,7,2008,1417,GasA,Ex,Y,2,3,1,2,0,227680
RL,980,AllPub,5,1967, ,GasA,Gd,Y,2,3,1,1,0,135500
RL,1576,AllPub,5,1923,1324,GasA,Ex,Y,1,3,1,2,0,223500
RL,1086,AllPub,5,1966,1024,GasA,TA,Y,1,3,1,2,0,159950
RM,2138,AllPub,5,1898,849,GasA,TA,N,2,2,3,2,0,106000
RL,1309,AllPub,6,1974,1040,GasA,Fa,Y,1,3,1,2,648,181000
RM,848,AllPub,6,2004,848,GasA,Ex,Y,1,1,1,2,0,144500
C (all),1044,AllPub,5,1952,540,GasA,TA,N,1,2,1,2,0,55993
RL,1442,AllPub,6,1958,1442,GasA,Gd,Y,1,4,1,1,0,157900
RL,1250,AllPub,5,1918,686,GasW,Gd,Y,1,3,1,1,0,116000
RL,1661,AllPub,7,1998,1649,GasA,,Y,2,3,1,2,0,224900
RL,1008,AllPub,5,1954,1008,GasA,Gd,Y,1,2,1,1,0,137000
RL,1689,AllPub,8,2002,1568,GasA,,Y,2,3,1,3,0,271000
RL,1052,AllPub,6,1971,1010,GasA,Gd,Y,1,3,1,2,0,155000
RL,1358,AllPub,7,2009,1358,GasA,Ex,Y,2,2,1,2,0,224000
RL,1640,AllPub,7,2003,798,GasA,Ex,Y,2,3,1,2,0,183000
RM,936,AllPub,4,1953,936,GasA,TA,N,1,2,1,2,0,93000
RL,1733,AllPub,7,2003,847,GasA,Ex,Y,2,3,1,2,0,225000
RL,1489,AllPub,6,1940,778,GasA,TA,Y,2,3,1,1,0,139500
FV,1489,AllPub,8,2006,1489,GasA,Ex,Y,2,3,1,2,0,232600
RL,2084,AllPub,10,2007,2078,GasA,Ex,Y,2,2,1,3,0,385000
RM,784,AllPub,5,1924,784,GasA,Gd,Y,1,2,1,0,0,109500
RL,1434,AllPub,7,2001,1454,GasA,Ex,Y,2,3,1,2,0,189000
RL,2126,AllPub,5,1967,1013,GasA,,Y,2,3,1,2,0,185000
FV,1223,AllPub,7,2005,600,GasA,Ex,Y,2,2,1,2,0,147400
RL,1392,AllPub,6,1957,1392,GasA,,Y,1,3,1,2,0,166000
FV,1200,AllPub,7,2005,600,GasA,Ex,Y,2,2,1,2,0,151000
RL,1829,AllPub,7,2003,941,GasA,Ex,Y,2,3,1,2,0,237000
RL,1516,AllPub,6,1964,1516,GasA,TA,Y,1,3,1,2,0,167000
RL,1144,AllPub,5,1961,1144,GasA,Gd,Y,1,3,1,2,0,139950
RL,1067,AllPub,4,1950,1067,GasA,TA,Y,2,2,1,2,0,128000
RM,1559,AllPub,5,1948,1559,GasA,Gd,Y,1,2,1,2,0,153500
RM,987,AllPub,6,1973,483,GasA,TA,Y,1,2,1,1,0,100000
RL,1099,AllPub,5,1995,1099,GasA,Ex,Y,1,3,1,1,0,144000
RL,1200,AllPub,5,1946,768,GasA,Ex,Y,1,3,1,1,0,130500
RH,1482,AllPub,6,1925,672,GasA,TA,N,2,4,1,1,0,140000
RM,1539,AllPub,5,1904,650,GasA,Gd,Y,2,3,1,2,0,157500
RL,1165,AllPub,6,1966,1127,GasA,TA,Y,1,3,1,2,0,174900
RL,1800,AllPub,5,1961,1800,GasA,Ex,N,2,6,2,0,0,141000
RM,1416,AllPub,5,1915,876,GasA,Gd,Y,1,4,1,3,0,153900
RL,1701,AllPub,5,1975,1390,GasA,TA,Y,2,3,1,2,0,171000
RL,1775,AllPub,7,1993,740,GasA,Ex,Y,2,3,1,2,0,213000
RL,864,AllPub,5,1972,864,GasA,Ex,Y,1,3,1,1,0,133500
RL,2358,AllPub,6,1908,907,GasA,TA,Y,3,5,1,2,0,240000
RL,1855,AllPub,6,1976,528,GasA,,Y,2,3,1,2,0,187000
RM,848,AllPub,6,2003,848,GasA,Ex,Y,1,1,1,2,0,131500
RL,1456,AllPub,8,2003,1273,GasA,Ex,Y,2,2,1,2,0,215000
RL,1646,AllPub,7,1941,918,GasA,Gd,Y,2,4,1,1,0,164000
RL,1445,AllPub,6,1964,1127,GasA,TA,Y,1,3,1,2,0,158000
RL,1779,AllPub,5,1955,1763,GasA,TA,Y,1,3,1,2,0,170000
RL,1040,AllPub,5,1962,1040,GasA,Ex,Y,1,3,1,1,0,127000
RL,1026,AllPub,6,1978,940,GasA,TA,Y,1,3,1,2,0,147000
RL,1481,AllPub,6,1994,702,GasA,Gd,Y,2,3,1,2,0,174000
RL,1370,AllPub,7,1976,1090,GasA,TA,Y,2,3,1,2,0,152000
RL,2654,AllPub,6,1968,1054,GasA,TA,Y,2,4,1,2,0,250000
RL,1426,AllPub,7,1918,912,GasA,Gd,Y,1,3,1,1,0,189950
RL,1039,AllPub,5,1965,1039,GasA,,Y,1,3,1,2,0,131500
RL,1097,AllPub,6,1984,1040,GasA,TA,Y,2,3,1,2,0,152000
RL,1148,AllPub,5,1959,1148,GasA,TA,Y,1,3,1,1,0,132500
FV,1372,AllPub,7,2007,1372,GasA,Ex,Y,2,3,1,2,0,250580
RL,1002,AllPub,5,1970,1002,GasA,TA,Y,1,3,1,2,0,148500
RL,1646,AllPub,8,2006,1638,GasA,,Y,2,3,1,3,0,248900
RL,1120,AllPub,4,1961,1040,GasA,TA,Y,1,3,1,2,0,129000
RL,2320,AllPub,5,1948,0,GasA,Gd,Y,2,2,1,2,0,169000
RL,1949,AllPub,7,1993,1050,GasA,Ex,Y,2,3,1,2,0,236000
RL,894,AllPub,5,1962,894,GasA,Gd,N,1,2,1,1,0,109500
RL,1682,AllPub,6,1998,804,GasA,Ex,Y,2,3,1,2,0,200500
RL,910,AllPub,5,1953,105,GasA,Gd,Y,1,3,1,2,0,116000
RL,1268,AllPub,5,1949,832,GasA,Gd,Y,1,3,1,1,0,133000
RM,1131,AllPub,5,1941,676,GasA,Ex,Y,1,3,1,1,0,66500
FV,2610,AllPub,8,2007,1184,GasA,Ex,Y,2,4,1,2,0,303477
RL,1040,AllPub,4,1963,1064,GasA,Gd,Y,1,3,1,2,0,132250
RL,2224,AllPub,9,2004,1462,GasA,Ex,Y,2,4,1,3,0,350000
RL,1155,AllPub,5,1961,1109,GasA,TA,Y,1,3,1,2,0,148000
RL,864,AllPub,5,1978,864,GasA,Ex,Y,1,3,1,1,0,136500
RL,1090,AllPub,5,2005,1090,GasA,Gd,Y,1,2,1,2,0,157000
RL,1717,AllPub,7,1990,1156,GasA,Ex,Y,2,3,1,2,0,187500
RL,1593,AllPub,6,1992,808,GasA,Gd,Y,2,3,1,2,0,178000
RL,2230,AllPub,4,1912,795,GasA,TA,N,1,5,1,1,0,118500
RL,892,AllPub,5,1967,892,GasA,TA,Y,1,3,1,1,0,100000
FV,1709,AllPub,9,1999,1698,GasA,Ex,Y,2,2,1,2,0,328900
RL,1712,AllPub,5,1959,1626,GasA,Ex,Y,2,4,2,2,0,145000
RL,1393,AllPub,5,1955,816,GasA,TA,Y,1,3,1,1,0,135500
RL,2217,AllPub,8,1970,2217,GasA,Ex,Y,2,4,1,2,0,268000
RL,1505,AllPub,6,1953,1505,GasA,Ex,Y,1,2,1,2,0,149500
RL,924,AllPub,5,1949,672,GasA,Ex,Y,1,3,1,2,0,122900
RL,1683,AllPub,6,1978,918,GasA,Gd,Y,2,3,1,2,0,172500
RL,1068,AllPub,6,1963,1059,GasA,TA,Y,1,3,1,1,0,154500
RL,1383,AllPub,5,1954,1383,GasA,TA,Y,1,3,1,1,0,165000
RL,1535,AllPub,5,1979,0,GasA,TA,Y,2,4,2,2,0,118858
RL,1796,AllPub,6,1963,780,GasA,TA,Y,1,4,1,2,0,140000
RM,951,AllPub,4,1936,951,GasA,Ex,N,1,2,1,1,0,106500
RL,2240,AllPub,5,1979,0,GasA,TA,Y,2,6,2,2,0,142953
RL,2364,AllPub,9,2009,2330,GasA,Ex,Y,2,2,1,3,0,611657
RL,1236,AllPub,5,1961,912,GasA,TA,Y,1,3,1,1,0,135000
RL,858,AllPub,4,1971,858,GasA,TA,Y,1,2,1,1,0,110000
RL,1306,AllPub,5,1957,992,GasA,TA,Y,1,2,1,1,0,153000
RL,1509,AllPub,7,2003,783,GasA,Ex,Y,2,3,1,2,0,180000
RL,1670,AllPub,7,2006,1670,GasA,Ex,Y,2,3,1,3,0,240000
RL,902,AllPub,5,1967,876,GasA,TA,Y,1,3,1,1,0,125500
RL,1063,AllPub,5,1954,1056,GasA,TA,Y,1,3,1,1,0,128000
RL,1636,AllPub,8,2006,1623,GasA,Ex,Y,2,3,1,3,0,255000
RL,2057,AllPub,7,1936,1017,GasA,Gd,Y,1,3,1,1,0,250000
RL,902,AllPub,5,1983,864,GasA,TA,Y,1,2,1,2,0,131000
RL,1484,AllPub,6,2005,742,GasA,Ex,Y,2,3,1,2,0,174000
RL,2274,AllPub,5,1960,1105,GasA,TA,Y,2,5,2,2,0,154300
RL,1268,AllPub,5,1977,1268,GasA,TA,Y,1,3,1,1,0,143500
RM,1015,AllPub,5,1925,768,GasA,TA,N,1,3,1,1,0,88000
RH,2002,AllPub,5,1949,1001,GasA,,N,2,4,2,3,0,145000
FV,1224,AllPub,6,2009,612,GasA,Ex,Y,2,2,1,2,0,173733
RM,1092,AllPub,4,1970,546,GasA,Fa,Y,1,3,1,1,0,75000
C (all),480,AllPub,2,1949,480,GasA,TA,N,0,1,1,1,0,35311
RL,1229,AllPub,4,1956,1134,GasA,Ex,Y,1,3,1,1,0,135000
RL,2127,AllPub,7,1991,1104,GasA,Ex,Y,2,4,1,3,0,238000
RL,1414,AllPub,6,1958,1184,GasA,Ex,Y,1,3,1,2,0,176500
RL,1721,AllPub,6,1994,928,GasA,Ex,Y,2,3,1,2,0,201000
RL,2200,AllPub,5,1900,1272,GasA,Gd,Y,2,4,2,0,0,145900
RL,1316,AllPub,6,2005,1316,GasA,Ex,Y,2,3,1,2,0,169990
RL,1617,AllPub,6,1993,1604,GasA,Ex,Y,2,2,1,2,0,193000
RL,1686,AllPub,6,1980,1686,GasA,TA,Y,2,3,1,2,0,207500
RL,1126,AllPub,5,1977,1126,GasA,TA,Y,2,3,1,2,0,175000
RL,2374,AllPub,8,2003,1181,GasA,Ex,Y,2,4,1,3,0,285000
RL,1978,AllPub,7,1968,832,GasA,Gd,Y,2,4,1,2,0,176000
RL,1788,AllPub,8,2001,1753,GasA,Ex,Y,2,3,1,2,0,236500
RL,2236,AllPub,7,1997,964,GasA,,Y,2,4,1,2,0,222000
RL,1466,AllPub,8,2007,1466,GasA,Ex,Y,2,3,1,3,0,201000
RL,925,AllPub,5,1965,925,GasA,Ex,Y,1,2,1,1,0,117500
RL,1905,AllPub,9,2006,1905,GasA,Ex,Y,2,3,1,3,0,320000
RL,1500,AllPub,7,2004,1500,GasA,Ex,Y,2,3,1,2,0,190000
RL,2069,AllPub,7,1960,585,GasA,Ex,Y,2,4,1,2,0,242000
RL,747,AllPub,4,1926,600,GasA,Gd,Y,1,1,1,2,0,79900
RL,1200,AllPub,7,2003,1176,GasA,Ex,Y,2,2,1,2,0,184900
RL,1971,AllPub,7,2005,1113,GasA,Ex,Y,2,3,1,2,0,253000
RL,1962,AllPub,7,2006,1391,GasA,Ex,Y,2,3,1,3,0,239799
RL,2403,AllPub,7,1940,1032,GasA,Ex,Y,2,4,1,1,0,244400
RL,1728,AllPub,6,1976,1728,GasA,TA,Y,2,4,2,2,0,150900
RL,2060,AllPub,7,1999,992,GasA,Ex,Y,2,3,1,2,0,214000
RL,1440,AllPub,4,1977,1440,GasA,TA,Y,2,4,2,0,0,150000
RL,1632,AllPub,5,1967,1632,GasA,TA,Y,2,4,2,2,0,143000
RL,1344,NoSeWa,6,1958,819,GasA,Gd,Y,1,3,1,2,0,137500
RM,1869,AllPub,5,1890,1088,GasA,TA,Y,1,2,1,2,0,124900
RL,1144,AllPub,5,1959,1144,GasA,TA,Y,1,3,1,1,0,143000
RL,1629,AllPub,8,2002,1616,GasA,Ex,Y,2,3,1,3,0,270000
RL,1776,AllPub,7,2002,936,GasA,Ex,Y,2,3,1,2,0,192500
RL,1381,AllPub,6,1972,1161,GasA,TA,Y,1,3,1,2,0,197500
RL,864,AllPub,5,1950,864,GasA,Gd,Y,1,3,1,2,0,129000
RH,965,AllPub,5,1965,828,GasA,Gd,Y,1,3,1,1,0,119900
RL,768,AllPub,5,1972,768,GasA,Gd,Y,1,2,1,1,0,133900
RL,1968,AllPub,5,1969,784,GasA,Ex,Y,2,4,1,2,0,172000
RL,980,AllPub,6,1975,945,GasA,,Y,2,4,0,0,0,127500
RH,1958,AllPub,6,1946,979,GasA,TA,N,2,4,2,2,0,145000
RM,1229,AllPub,6,1980,561,GasA,TA,Y,1,2,1,2,0,124000
RL,1057,AllPub,5,1962,1057,GasA,TA,Y,1,3,1,2,0,132000
RL,1337,AllPub,7,2003,1337,GasA,Ex,Y,2,3,1,2,0,185000
FV,1416,AllPub,7,1999,696,GasA,Ex,Y,2,3,1,2,0,155000
RL,858,AllPub,5,1958,858,GasA,Gd,Y,1,2,1,0,0,116500
RL,2872,AllPub,6,1977,1330,GasA,TA,Y,2,4,1,2,0,272000
RL,1548,AllPub,6,1976,804,GasA,TA,Y,2,3,1,2,0,155000
RL,1800,AllPub,9,2007,1800,GasA,Ex,Y,2,2,1,2,0,239000
RL,1894,AllPub,7,2002,817,GasA,Ex,Y,2,4,1,2,0,214900
RL,1484,AllPub,6,2005,783,GasA,Ex,Y,2,3,1,2,0,178900
RL,1308,AllPub,5,1940,728,GasA,Ex,Y,1,2,1,1,0,160000
RL,1098,AllPub,5,1955,1098,GasA,TA,Y,1,3,1,1,0,135000
RM,968,AllPub,3,1910,600,Grav,Fa,N,1,2,1,0,0,37900
RL,1095,AllPub,6,1958,588,GasA,TA,Y,1,2,1,1,0,140000
RL,1192,AllPub,4,1949,720,GasA,TA,N,1,4,1,0,0,135000
RL,1626,AllPub,7,2003,764,GasA,Ex,Y,2,2,1,2,0,173000
RL,918,AllPub,6,1979,918,GasA,TA,Y,2,2,1,1,0,99500
FV,1428,AllPub,7,2007,1428,GasA,Ex,Y,2,3,1,2,0,182000
RL,2019,AllPub,7,1910,728,GasA,TA,N,1,3,1,2,0,167500
FV,1382,AllPub,7,2000,673,GasA,Ex,Y,2,3,1,2,0,165000
RL,869,AllPub,4,1923,440,GasA,TA,Y,1,2,1,0,0,85500
FV,1241,AllPub,7,2006,1241,GasA,Ex,Y,1,1,1,2,0,199900
RL,894,AllPub,4,1954,894,GasA,Ex,Y,1,3,1,2,0,110000
RL,1121,AllPub,5,1963,1121,GasA,TA,Y,1,3,1,2,0,139000
RL,999,AllPub,7,1961,944,GasA,Gd,Y,1,3,1,2,0,178400
RL,2612,AllPub,8,1998,1225,GasA,Ex,Y,2,4,1,3,0,336000
RL,1266,AllPub,7,2007,1266,GasA,Ex,Y,2,2,1,2,0,159895
RL,2290,AllPub,8,2002,1128,GasA,Ex,Y,2,4,1,2,0,255900
RL,1734,AllPub,5,1977,0,GasA,TA,Y,2,4,2,2,0,126000
RL,1164,AllPub,5,1950,1164,GasW,TA,N,1,3,1,1,0,125000
RM,1635,AllPub,6,1910,485,GasA,Gd,Y,1,2,1,1,0,117000
RL,1940,AllPub,9,2009,1930,GasA,Ex,Y,2,3,1,3,0,395192
RL,2030,AllPub,6,1976,848,GasA,TA,Y,2,4,1,2,0,195000
FV,1576,AllPub,7,2006,770,GasA,Ex,Y,2,3,1,2,0,197000
RL,2392,AllPub,8,1997,1396,GasA,Ex,Y,2,3,1,3,0,348000
RM,1742,AllPub,8,1882,916,GasA,Gd,Y,1,4,1,2,0,168000
RL,1851,AllPub,6,1964,822,GasA,Gd,Y,2,3,1,2,0,187000
